"_id","timestamp","device_id","double_latitude","double_longitude","double_bearing","double_speed","double_altitude","provider","accuracy","label"
550019,1612044428000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.03606878809265,-154.91837859739877,-1.0,0.0,325.13140869140625,"gps",65.0,""
550201,1611221765000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",98.14530740835367,23.41693744092229,-1.0,0.0,791.1951293945312,"gps",65.0,""
560315,1612027225000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.14721726137493,-154.89309468725747,-1.0,0.0,242.66619873046875,"gps",65.0,""
588850,1612046772000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.66789132965417,-154.58731886146978,-1.0,0.0,221.25003051757807,"gps",165.0,""
588863,1611330364000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",98.09985676280225,23.40429691397436,-1.0,0.0,812.9962768554688,"gps",1518.0622482958183,""
597665,1612026921000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.17516662596226,-154.7698090282331,-1.0,0.0,215.00604248046875,"gps",3000.0,""
605999,1611480143000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",100.64121570653224,17.77573641265038,-1.0,0.0,219.3280792236328,"gps",2000.0,""
613947,1611681743000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.68453063527208,-154.59030773710862,-1.0,0.0,192.67999267578125,"gps",65.0,""
621538,1611862495000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.67407515553296,-154.5946149229024,-1.0,0.0,234.3761138916016,"gps",65.0,""
621607,1611679925000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.68886553582155,-154.564133205352,-1.0,0.0,167.2074432373047,"gps",92.36080484619112,""
621626,1611467994000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",98.06266060891592,23.429759025859603,-1.0,0.0,798.21337890625,"gps",1414.0,""
621628,1611679225000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.68361580970418,-154.5901878879868,-1.0,0.0,212.7045135498047,"gps",165.0,""
621643,1611385348000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",98.10607182307916,23.413418494885523,-1.0,0.0,791.1400146484375,"gps",1000.0,""
628942,1611472870000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",99.6103402194512,21.932205513283243,-1.0,0.0,663.6022338867188,"gps",3063.940053949995,""
629023,1612027956000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.18037431280146,-155.3266734246782,-1.0,0.0,436.739990234375,"gps",65.0,""
642729,1611936733000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.68063500503375,-154.59431091849177,-1.0,19.034444444444446,217.4,"gps",10.0,""
649030,1611698373000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.66611363679982,-154.59603600415358,-1.0,0.0,223.41636657714844,"gps",65.0,""
654855,1611505196000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",72.96558379999998,88.44965361999998,-1.0,0.0,818.0,"gps",127.1927238255706,""
654980,1611962669000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.67635159698918,-154.545436973541,-1.0,0.0,192.67999267578125,"gps",65.0,""
660488,1612042904000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",77.88519950886936,-155.72601404380111,-1.0,0.0,423.84381103515625,"gps",4545.873507641882,""
665579,1612043263000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",77.84190215802066,-155.49092502275542,-1.0,0.0,329.79998779296875,"gps",1598.339687588357,""
670344,1612043725000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",77.92460923715655,-155.16850048623536,-1.0,0.0,281.8674011230469,"gps",165.0,""
670352,1611475590000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",100.3326158281354,19.996467055188496,-1.0,0.0,368.1222839355469,"gps",3755.511331984913,""
678828,1611937366000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.73124151791306,-154.570531533439,-1.0,0.0,202.4327850341797,"gps",65.0,""
682542,1611866056000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.70592537288842,-154.59816464429332,-1.0,0.0,195.83056640625,"gps",65.0,""
685863,1611473656000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",99.87458046337755,21.08667391814347,-1.0,0.0,598.3239135742188,"gps",3000.0,""
685884,1611779962000,"OVrZXy4swCPY6GHC0QKKVKN3Yym2",78.67656292641306,-154.59942489929534,-1.0,0.0,242.3019561767578,"gps",65.0,""
